"Location ID","Effective Date","Location Name","Location Usage",Superior Location,Inactive,Latitude,Longitude,Altitude,Time Profile,Locale,Time Zone,Default Currency,Effective Date,Country,Address Line Type,Address Line Data,Municipality,Submunicipality Type,Submunicipality Data,Country Region,Subregion Type,Subregion Data,Postal Code,Public,Primary,Type,Use For,Municipality Local,Country ISO Code,International Phone Code,Phone Number,Phone Extension,Device Type,Public,Primary,Type,Use For
Main_Warehouse_Aisle_1_Bin_A,,Bin A,INVENTORY,Main_Warehouse_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_1_Bin_C,,Bin C,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_1_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_1_Bin_B,,Bin B,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_1_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_1_Bin_A,,Bin A,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_1_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauranga,7/30/20,Tauranga,BUSINESS SITE,,n,-37.675064,176.226234,0,Standard_Hours_40,en_NZ,Pacific/Auckland,NZD,7/30/20,NZ,ADDRESS_LINE_1,Girven Road,Tauranga,,,NZL-BOP,,,3116,y,y,BUSINESS,BILLING,,NZL,64,73547839,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,ADDRESS_LINE_2,"Mount Maunganui,",,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Hamilton,1/1/20,Hamilton,BUSINESS SITE,,n,-37.789546,175.285691,0,Standard_Hours_40,en_NZ,Pacific/Auckland,NZD,1/1/20,NZ,ADDRESS_LINE_1,120 Victoria Street,Hamilton,,,NZL-WKO,,,3204,y,y,BUSINESS,BILLING,,NZL,64,79059937,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Christchurch,1/1/20,Christchurch,BUSINESS SITE,,n,-43.529781,172.649983,0,Standard_Hours_40,en_NZ,Pacific/Auckland,NZD,1/1/20,NZ,ADDRESS_LINE_1,332 Gloucester Street,Christchurch,,,NZL-CAN,,,8011,y,y,BUSINESS,BILLING,,NZL,64,39437890,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,ADDRESS_LINE_2,Christchurch Central,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Darwin,1/1/20,Darwin,BUSINESS SITE,,n,-12.462749,130.84319,0,Standard_Hours_38,en_AU,Australia/Darwin,AUD,1/1/20,AU,ADDRESS_LINE_1,21 Cavenagh Street,Darwin,,,AUS-NT,,,800,y,y,BUSINESS,BILLING,,AUS,61,890947574,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Canberra,1/1/20,Canberra,BUSINESS SITE,,n,-35.280496,149.130975,0,Standard_Hours_38,en_AU,Australia/Sydney,AUD,1/1/20,AU,ADDRESS_LINE_1,176 London Court,Canberra,,,AUS-ACT,,,2601,y,y,BUSINESS,BILLING,,AUS,61,256748939,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Adelaide,1/1/20,Adelaide,BUSINESS SITE,,n,-34.921928,138.594595,0,Standard_Hours_38,en_AU,Australia/Adelaide,AUD,1/1/20,AU,ADDRESS_LINE_1,96 North terrace,Adelaide,,,AUS-SA,,,5000,y,y,BUSINESS,BILLING,,AUS,61,884567890,,Landline,y,y,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
Washington,1/1/19,Washington,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2109 M Street NW,Washington,,,USA-DC,,,20037,y,y,BUSINESS,BILLING,,USA,1,2022932100,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Hartford,1/1/19,Hartford,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,85 Seymour Street,Hartford,,,USA-CT,,,6106,y,y,BUSINESS,BILLING,,USA,1,8609964000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Barre,1/1/19,Barre,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,168 Ames Drive,Barre,,,USA-VT,,,5641,y,y,BUSINESS,BILLING,,USA,1,8024799000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Providence,1/1/19,Providence,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1 Financial Plaza,Providence,,,USA-RI,,,2903,y,y,BUSINESS,BILLING,,USA,1,4013514600,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Newark,1/1/19,Newark,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1 Raymond Plaza W,Newark,,,USA-NJ,,,7102,y,y,BUSINESS,BILLING,,USA,1,9736222000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Nashua,1/1/19,Nashua,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,221A Daniel Webster Highway,Nashua,,,USA-NH,,,3060,y,y,BUSINESS,BILLING,,USA,1,6038880200,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Baltimore,1/1/19,Baltimore,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,10 Light Street,Baltimore,,,USA-MD,,,21202,y,y,BUSINESS,BILLING,,USA,1,6672036700,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
